1   破位了，前期涨幅过大，接下来步入调整周期，34元有一个小的技术支撑，不一定能撑住。,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限短线可以等创业板这笔调整结束，下面估计在 ?短线可以关注没涨的票，比如神州信息。仙姑收评：今天的市场从总体来看，指数大致是小幅度的先扬后抑，幅度很小，还是在横盘的范畴里面。有不少评论在说有色金属板块，认为有色金属盘子相对较大，这几天吸走了不少资金，以至于小盘题材股炒不起来了；而有色金属本身没有走好（除了黄金股稍微好一点之外，但黄金股是跟着期货走的）。这明显是资金不够啊！如果有增量资金进来的话可能就不是这个局面了。所以个股行情炒得是不是有章法，这是吸引增量资金的关键；而增量资金进来又是大盘指数持续走好的保障，指数一旦走好，这些东西就显得重要了。当然也不要过于悲观，也许一切都会慢慢变好。虽然增量资金入市不明显，至少看不到成规模入市，但仔细看的话还是有一部分，否则像贵州茅台这种股票就创不了历史新高了。另外各行各业只要质地比较好的票，这段时间有一些长线资金在慢慢吸货，把走势吸的很漂亮，家电里面有一批这类股，猪肉涨价利好生产猪肉的000895；做汽车玻璃的600660都一直有吸纳买盘。看来有些长线资金已在打底仓了！总体来说：现在的问题是增量资金、主流资金入市还不足，盘面炒作的股票吸引不了比较重视基本面的大资金大举介入，需要时间继续酝酿。,,,,,,,,,,,,
1   票是好票，但这种走势你也敢追啊，胆子不小啊，这里有个跳空切口，理论还有一笔以下为问答私密内容，你已经解锁获得查看权限反抽，但切口附近，压力可能一下回不去，短线要做好震荡准备了，h- 82,l -72,一下子跌不下去。是你买的高了点。不用着急，慢慢解套吧。关注海通证券还可以。,,,,,,,,,,
1   你好，恭喜赚不少钱啦，这次的龙头是中国一重，你要看一下以下为问答私密内容，你已经解锁获得查看权限要看一下中国一重什么时候打开涨停，中国重工的理论价格是18，中线是可以的，但现在涨停每天都不坚定，属跟涨品种，短线拉的过急，补仓不是太合适，下周又是比较危险的一周，不建议补。可先持有。有好的补仓点再补。哈，本姑娘的年纪就不说啦哈哈，反正不算小！朋友说是熟女！,,,,,,,,,,,,
0   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限短线建议逢高出局，短调未完。40是最后的防线。如果中期调整将现。,,,,,,,,,,,,
0   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限你好，雅戈尔的上压在16一线。浙江美大一般，机会有限。建议换股。新开普还可以，短线强势调整，支撑在27.8，不破可持有。还有一只是？,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限你好，两只票中线都还可以，不过短线形态比较难看，搜的支撑在17.8一线，阳光的支撑在44一线，就看今天能不能止跌启稳了。暂观察一下。,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限不建议介入，短周期已背离，主升也或将结束，短期非盘即跌。,,,,,,,,,,,,
9   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限前两天这种走势都能涨停，很牛了，建议暂时持有。,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限如果小亏可以出 ? ,等稳了再进，如果大亏建议装死等解放军， ?最多是有技术在跌停时补仓，一拉高就出，做做T. ? 周四周五开始有资金入场了，效应会慢慢显现的。,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限短线可以逢高出了。背离了，新高难过。,,,,,,,,,,,,
9   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限不一定，大小非解禁在牛市中涨的好抛的人不会那么集中，会先看一看，该涨停还是会涨停。只是可能涨停的数量比别人会少2个。,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限你好，盘中成交出货迹象不明显，理论上是试盘，历史新高点附近洗洗盘比较正常，当然最好尽快把今天最高点收点，就会重拾升势了！,,,,,,,,,,,,
1   你好，10天线以下为问答私密内容，你已经解锁获得查看权限10天线 暂时获得支撑，这票走的比较稳，短线可以做T，也可以暂持。下方16.3是强支撑。,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限不好说，理论还要小弹再杀。票是没事，但泥沙俱下，可逢高出。,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限他之前跌的少，这个底不算可靠，只能说到年线有支撑，短线有两天反弹。没有主力关照，偏弱。,,,,,,,,,,,,
9   你好，罗牛山可以的以下为问答私密内容，你已经解锁获得查看权限今天是主力试探性突破，震荡后还会有新高的。任之行周三缺口不补的话也没事啦，可以持股的。板块有利好支撑。,,,,,,,,,,,,
0   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限12.6 如果破位，果断止损。理论还没止跌。,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限三只个股走的都还稳健，不过连阳过后总有阴线，就在明天或下周一两天，要当心，我认为冲高可高抛低吸。,,,,,,,,,,,,
0   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限建议止损出局，暂时难稳。,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限此股短线建议逢高出，压力大17一线，主力基本都是逢高撤为主，高度较为有限。,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限可以逢高出，三角整理变盘在即。持续拉涨有难度。,,,,,,,,,,,,
9   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限都可以持 股，南洋到16有压力，津膜这把是主升浪。,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限养老金利好出台，蓝筹股有望带动短线反弹可能，不过高度有限。建议逢高出。,,,,,,,,,,,,
0   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限你好，元旦快乐，暂无启动极像，变盘向下概率较大。【A股惨淡收官：沪指跌近1%创业板跌逾2% 两市成交额6800亿元】沪指收报3539.18点，下跌0.94%，终结此前6年收官红，成交额2540.3亿元。深成指收报12664.89点，下跌1.75%，成交额4325.7亿元。创业板收报2714.05点，下跌2.36%，成交额1118.9亿元。沪指全年涨幅9.41%。深成指全年涨14.98%。当前市场的期待是政策降息降准，刺激变盘点的大盘。,,,,,,,,,,,,
0   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限超跌不一定有反弹，我觉的当前的大盘很危险，变盘有可能向下。这波行情很有可能要调整一段时间，三只票结构上东凌要强些。也只有他技术上合适买。但个股持续性太差，基本赚了就要跑。,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限可以逢高抛出，今天小盘表现会相对弱些，盘面风格在二线蓝筹，上海物流股可关注。,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限按走势还可以持有一到两天，再看是否滞涨。,,,,,,,,,,,,
1   你好，短线背驰，反弹目标位在以下为问答私密内容，你已经解锁获得查看权限在70一线，下周高开如不封板则可先获利离场。,,,,,,,,,,,,
9   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限小盘股表现一般，价高，还是要谨慎点。短线如果买了有可能赚点小钱。,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限论价值肯定是华谊好，论弹性光线不错，苏试次新股不熟悉。结构一般。,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限你好，建议逢高出，100难突破 。,,,,,,,,,,,,
1   你好，这票理论上可以涨，30.8一线压力太重以下为问答私密内容，你已经解锁获得查看权限还需要消化，消化突破才是安全的，要么直接下杀回26一线，才是买点。,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限这种走势结构，没有背驰没有历史高点，要涨到哪都可以，打开两次后，基本随时可以结束的。103是个大坎，边走边看吧。下周小盘还是要小心点。,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限头顶77是最重的压力区，除非明天跳空大涨，否则难以持续，建议逢高离场。,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限呵呵。600017目前价格是3.58按照到20块钱出的话。需要长期持有哦。需要翻七倍、几年后再看吧,,,,,,,,,,,,
9   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限目前券商股没动、市场热点在创业板和中小板等题材股上、券商中期看好。,,,,,,,,,,,,
1   详细回答见私密部分。以下为问答私密内容，你已经解锁获得查看权限券商是大金融概念股、前期涨幅太高、建议获利出局、万向钱潮是新能源汽车概念暂时可以继续持有、新能源汽车长期看好。短期压力区?在17块钱。,,,,,,,,,,,,
